# Export texte de la base — tables par modèle
Généré: 2025-08-14 17:22:02
Fichier source: /Users/HouDa/PycharmProjects/ParcInfo/export_all_tables.json

## Résumé
• Modèles: 20
• Enregistrements: 2089
• Répartition par modèle:
  - auth.group: 4
  - chatbot.chatbotinteraction: 1470
  - chatbot.chatmessage: 14
  - chatbot.documentvector: 307
  - chatbot.intentexample: 3
  - commande_bureau.commandebureau: 1
  - commande_bureau.descriptionbureau: 96
  - commande_bureau.designationbureau: 26
  - commande_bureau.lignecommandebureau: 1
  - commande_informatique.commande: 2
  - commande_informatique.description: 64
  - commande_informatique.designation: 28
  - commande_informatique.lignecommande: 3
  - demande_equipement.archivedecharge: 5
  - demande_equipement.demandeequipement: 10
  - fournisseurs.fournisseur: 42
  - livraison.livraison: 3
  - materiel_bureautique.materielbureau: 1
  - materiel_informatique.materielinformatique: 5
  - users.customuser: 4

## Détails par modèle

Model: auth.group  (rows: 4)
|--|-------------------------|------------------------------------------------------------|
|pk|name                     |permissions                                                 |
|--|-------------------------|------------------------------------------------------------|
|1 |Super Admin              |[1, 2, 3, 4, 9, 10, 11, 12, 5, 6, 7, 8, 53, 54, 55, 56, 57,…|
|2 |Gestionnaire Informatique|[]                                                          |
|3 |Gestionnaire Bureau      |[]                                                          |
|4 |Employe                  |[]                                                          |
|--|-------------------------|------------------------------------------------------------|

Model: chatbot.chatbotinteraction  (rows: 1470)
|----|--------------------------|------------------------------------------------------------|-----------|---------------------|-------------|-----------|------------------------|------------------------------------------------------------|
|2175276837|commande_informatique|Description: Workstation Lenovo P520 ID: 126 App: commande_…|10          |[-0.07759089022874832,0.15405796468257904,-0.08206534385681…|2025-08-12T18:27:38.966Z|True     |Description         |126      |1       |database|2025-08-12T18:27:38.966Z|
|2218768816|commande_bureau      |DesignationBureau: Canapé ID: 6 App: commande_bureau        |13          |[-0.02835983596742153,0.1429043710231781,-0.053173113614320…|2025-08-12T18:27:36.813Z|True     |DesignationBureau   |6        |1       |database|2025-08-12T18:27:36.813Z|
|2253550561|materiel_informatique|Matériel informatique: ADD/INFO/010 Numéro série: 123456 St…|12          |[-0.19725526869297028,0.20020918548107147,-0.01960348524153…|2025-08-12T18:27:34.362Z|True     |MaterielInformatique|2        |1       |database|2025-08-12T18:27:34.362Z|
|2255636574|commande_informatique|Designation: Enrôleur d'empreintes digitales ID: 9 App: com…|8           |[-0.13586021959781647,0.20764175057411194,-0.07062547653913…|2025-08-12T18:27:35.976Z|True     |Designation         |9        |1       |database|2025-08-12T18:27:35.976Z|
|2264327324|commande_bureau      |DescriptionBureau: Coffre-fort de bureau a combinaison Elec…|15          |[-0.13948912918567657,0.16580283641815186,0.004517072811722…|2025-08-12T18:27:40.006Z|True     |DescriptionBureau   |32       |1       |database|2025-08-12T18:27:40.006Z|
|2265980467|demande_equipement   |Demande équipement ID: 15 Date demande: 2025-07-30 Statut: …|18          |[-0.20812290906906128,0.23189200460910797,-0.01943946257233…|2025-08-12T18:27:42.921Z|True     |DemandeEquipement   |15       |1       |database|2025-08-12T18:27:42.921Z|
|2290433319|commande_bureau      |DesignationBureau: Tableau ID: 21 App: commande_bureau      |13          |[0.027866654098033905,0.369357705116272,-0.1934573054313659…|2025-08-12T18:27:37.222Z|True     |DesignationBureau   |21       |1       |database|2025-08-12T18:27:37.222Z|
|2312280508|commande_informatique|Description: 8028s Premium Deskphone ID: 103 App: commande_…|10          |[-0.21728107333183289,0.351406991481781,-0.1864725053310394…|2025-08-12T18:27:38.438Z|True     |Description         |103      |1       |database|2025-08-12T18:27:38.438Z|
|2325474472|commande_bureau      |DescriptionBureau: Table haute avec jardinière y compris le…|15          |[0.023126045241951942,0.1935805082321167,-0.060526486486196…|2025-08-12T18:27:41.781Z|True     |DescriptionBureau   |85       |1       |database|2025-08-12T18:27:41.781Z|
|2336772708|commande_bureau      |DescriptionBureau: Comptoir avec retour ID: 35 App: command…|15          |[-0.0928666964173317,0.05167200788855553,-0.155385375022888…|2025-08-12T18:27:40.145Z|True     |DescriptionBureau   |35       |1       |database|2025-08-12T18:27:40.145Z|
|2338368257|commande_informatique|Description: HP Color LaserJet M283fdn ID: 83 App: commande…|10          |[-0.10758090019226074,0.2845350205898285,-0.289145261049270…|2025-08-12T18:27:37.979Z|True     |Description         |83       |1       |database|2025-08-12T18:27:37.979Z|
|2353496526|fournisseurs         |Fournisseur: ASSURANCES LYAZIDI ICE: 000016342000019 IF Fis…|7           |[0.024050535634160042,0.052735816687345505,-0.2802531719207…|2025-08-12T18:27:32.756Z|True     |Fournisseur         |70       |1       |database|2025-08-12T18:27:32.756Z|
|2353558346|commande_bureau      |DescriptionBureau: Tableau écritoire ID: 91 App: commande_b…|15          |[-0.171559676527977,0.20079132914543152,-0.2063049077987671…|2025-08-12T18:27:41.940Z|True     |DescriptionBureau   |91       |1       |database|2025-08-12T18:27:41.940Z|
|2399081592|commande_bureau      |DescriptionBureau: Table de 160*80 cm pliable avec pied sur…|15          |[0.04328217729926109,0.09524877369403839,-0.199261456727981…|2025-08-12T18:27:41.447Z|True     |DescriptionBureau   |75       |1       |database|2025-08-12T18:27:41.447Z|
|2433496508|fournisseurs         |Fournisseur: WANA CORPORATE SA ICE: 001527682000090 IF Fisc…|7           |[0.062003243714571,-0.1620749682188034,-0.30895766615867615…|2025-08-12T18:27:32.472Z|True     |Fournisseur         |66       |1       |database|2025-08-12T18:27:32.472Z|
|2443044104|commande_bureau      |DescriptionBureau: Coffres fort de bureau à combinaison éle…|15          |[-0.08037730306386948,0.06352806836366653,-0.13801184296607…|2025-08-12T18:27:40.030Z|True     |DescriptionBureau   |33       |1       |database|2025-08-12T18:27:40.030Z|
|2452869099|commande_informatique|Description: Casque Bluetooth marque JABRA Evolve2 85 ID: 6…|10          |[-0.29097750782966614,0.3955911695957184,-0.263290494680404…|2025-08-12T18:27:37.499Z|True     |Description         |68       |1       |database|2025-08-12T18:27:37.499Z|
|2455283927|commande_informatique|Description: bqie test ID: 128 App: commande_informatique   |10          |[-0.29239898920059204,0.4186990261077881,-0.449056178331375…|2025-08-12T18:27:39.012Z|True     |Description         |128      |1       |database|2025-08-12T18:27:39.012Z|
|2474593134|commande_bureau      |DescriptionBureau: Armoire Suspendu (Squad) 140*180cm P4 ID…|15          |[0.062111977487802505,0.09462451934814453,-0.04003686085343…|2025-08-12T18:27:39.371Z|True     |DescriptionBureau   |10       |1       |database|2025-08-12T18:27:39.371Z|
|2488997067|admin                |Action admin: 1 Objet: employe anonyme Date: 2025-07-29 11:…|1           |[-0.3628745377063751,0.2096918821334839,-0.1688206046819687…|2025-08-12T18:27:43.957Z|True     |LogEntry            |8        |1       |database|2025-08-12T18:27:43.957Z|
|2498231699|commande_informatique|Description: NVR 32 Channels ID: 108 App: commande_informat…|10          |[0.2631605565547943,-0.16921907663345337,-0.265648335218429…|2025-08-12T18:27:38.549Z|True     |Description         |108      |1       |database|2025-08-12T18:27:38.549Z|
|2518694418|commande_informatique|Description: Imprimante HP M681Z ID: 81 App: commande_infor…|10          |[-0.24491137266159058,0.3986338973045349,-0.240340054035186…|2025-08-12T18:27:37.935Z|True     |Description         |81       |1       |database|2025-08-12T18:27:37.935Z|
|2540857492|commande_informatique|Description: RIFL réf LK2-ENC/USB ID: 76 App: commande_info…|10          |[-0.23702330887317657,0.0861150398850441,-0.167672261595726…|2025-08-12T18:27:37.751Z|True     |Description         |76       |1       |database|2025-08-12T18:27:37.751Z|
|2548374758|commande_bureau      |DescriptionBureau: Panneau Accordéon 1 (Salle de réunion) 7…|15          |[0.046503711491823196,0.14488936960697174,-0.17950429022312…|2025-08-12T18:27:41.081Z|True     |DescriptionBureau   |62       |1       |database|2025-08-12T18:27:41.081Z|
|2549290998|fournisseurs         |Fournisseur: RKFE ICE: 0016692294000015 IF Fiscal: 3374773 …|7           |[-0.024624252691864967,-0.08177892118692398,-0.273954540491…|2025-08-12T18:27:32.553Z|True     |Fournisseur         |67       |1       |database|2025-08-12T18:27:32.553Z|
|2551580564|commande_bureau      |DesignationBureau: Ecran ID: 14 App: commande_bureau        |13          |[-0.1824641227722168,0.2518835961818695,-0.1823138296604156…|2025-08-12T18:27:37.062Z|True     |DesignationBureau   |14       |1       |database|2025-08-12T18:27:37.062Z|
|2554749050|commande_bureau      |DescriptionBureau: Armoire Basse ID: 4 App: commande_bureau |15          |[0.03857819736003876,-0.05021895840764046,-0.06697412580251…|2025-08-12T18:27:39.170Z|True     |DescriptionBureau   |4        |1       |database|2025-08-12T18:27:39.170Z|
|2560984460|commande_informatique|Description: POLYCOM - G7500 STUDIO E70 ID: 86 App: command…|10          |[-0.14029480516910553,0.021146226674318314,0.10817334055900…|2025-08-12T18:27:38.049Z|True     |Description         |86       |1       |database|2025-08-12T18:27:38.049Z|
|2592269204|fournisseurs         |Fournisseur: ARCADES IT ICE: 003070138000049 IF Fiscal: 525…|7           |[0.04105362668633461,0.04061879217624664,-0.091745883226394…|2025-08-12T18:27:34.277Z|True     |Fournisseur         |105      |1       |database|2025-08-12T18:27:34.277Z|
|2599588085|commande_bureau      |DescriptionBureau: Table basse diamètre 80cm T5 ID: 72 App:…|15          |[0.11477775871753693,0.349834144115448,-0.11242654174566269…|2025-08-12T18:27:41.373Z|True     |DescriptionBureau   |72       |1       |database|2025-08-12T18:27:41.373Z|
|2612020453|commande_bureau      |DesignationBureau: Table ID: 20 App: commande_bureau        |13          |[-0.04334500804543495,0.36384522914886475,-0.09665648639202…|2025-08-12T18:27:37.199Z|True     |DesignationBureau   |20       |1       |database|2025-08-12T18:27:37.199Z|
|2614744309|admin                |Action admin: 1 Objet: Employe Date: 2025-07-27 22:46 Utili…|1           |[-0.29148030281066895,0.20161943137645721,-0.09600888937711…|2025-08-12T18:27:43.998Z|True     |LogEntry            |6        |1       |database|2025-08-12T18:27:43.998Z|
|2629410478|commande_informatique|Description: Station d'accueil Lenovo ThinkPad 40A9 ID: 111…|10          |[0.10307202488183975,0.042376138269901276,-0.11966726928949…|2025-08-12T18:27:38.619Z|True     |Description         |111      |1       |database|2025-08-12T18:27:38.619Z|
|2660650548|fournisseurs         |Fournisseur: WAFA LLD ICE: 001534857000074 IF Fiscal: 10326…|7           |[0.11272335052490234,-0.008753984235227108,-0.2079417705535…|2025-08-12T18:27:33.704Z|True     |Fournisseur         |91       |1       |database|2025-08-12T18:27:33.704Z|
|2662286397|commande_bureau      |DescriptionBureau: Table hexagonale S2 ID: 89 App: commande…|15          |[-0.13855457305908203,0.15514962375164032,-0.27267888188362…|2025-08-12T18:27:41.885Z|True     |DescriptionBureau   |89       |1       |database|2025-08-12T18:27:41.885Z|
|2689716634|commande_bureau      |DescriptionBureau: Fauteuil table hexagone ID: 53 App: comm…|15          |[-0.19166527688503265,0.22437211871147156,-0.19131453335285…|2025-08-12T18:27:40.624Z|True     |DescriptionBureau   |53       |1       |database|2025-08-12T18:27:40.624Z|
|2691381286|fournisseurs         |Fournisseur: GLOBAL SPOT ICE: 001955044000048 IF Fiscal: 24…|7           |[0.06148771196603775,-0.08665429800748825,-0.16420120000839…|2025-08-12T18:27:34.085Z|True     |Fournisseur         |100      |1       |database|2025-08-12T18:27:34.085Z|
|2692822400|fournisseurs         |Fournisseur: COHESIUM ICE: 001546203000058 IF Fiscal: 40445…|7           |[-0.09365426748991013,-0.09121164679527283,-0.2234341651201…|2025-08-12T18:27:33.842Z|True     |Fournisseur         |93       |1       |database|2025-08-12T18:27:33.842Z|
|2748861883|commande_informatique|Ligne commande: 123 Désignation: Call Server Description: O…|11          |[-0.04154308885335922,0.2973800301551819,-0.084002561867237…|2025-08-12T18:27:35.295Z|True     |LigneCommande       |3        |1       |database|2025-08-12T18:27:35.295Z|
|2753500036|commande_informatique|Designation: Point d'accès ID: 17 App: commande_informatique|8           |[-0.08620047569274902,0.23407745361328125,-0.11337280273437…|2025-08-12T18:27:36.353Z|True     |Designation         |17       |1       |database|2025-08-12T18:27:36.353Z|
|2765574928|commande_bureau      |DescriptionBureau: Canapé 2 places F2 ID: 22 App: commande_…|15          |[-0.08633581548929214,0.08321751654148102,-0.00680858036503…|2025-08-12T18:27:39.712Z|True     |DescriptionBureau   |22       |1       |database|2025-08-12T18:27:39.712Z|
|2768266609|commande_bureau      |DescriptionBureau: Tableau de conférence 67*100 sur roulett…|15          |[-0.008043866604566574,0.10256557911634445,-0.1282623559236…|2025-08-12T18:27:41.911Z|True     |DescriptionBureau   |90       |1       |database|2025-08-12T18:27:41.911Z|
|2783328113|commande_informatique|Description: Cisco Nexus 3524X 24 10G Ports ID: 118 App: co…|10          |[-0.028951359912753105,0.3672470450401306,-0.02387586794793…|2025-08-12T18:27:38.778Z|True     |Description         |118      |1       |database|2025-08-12T18:27:38.778Z|
|2798533347|fournisseurs         |Fournisseur: MOBIBLANC ICE: 001532101000087 IF Fiscal: 4024…|7           |[0.08887719362974167,-0.12219797819852829,-0.23763376474380…|2025-08-12T18:27:33.684Z|True     |Fournisseur         |90       |1       |database|2025-08-12T18:27:33.684Z|
|2811584702|commande_informatique|Description: Samsung 55 Série R ID: 122 App: commande_infor…|10          |[-0.3031984865665436,0.41068828105926514,-0.118999294936656…|2025-08-12T18:27:38.877Z|True     |Description         |122      |1       |database|2025-08-12T18:27:38.877Z|
|2834036773|commande_bureau      |DescriptionBureau: Table haute T2 ID: 87 App: commande_bure…|15          |[-0.09309440851211548,0.38841280341148376,-0.18482044339179…|2025-08-12T18:27:41.832Z|True     |DescriptionBureau   |87       |1       |database|2025-08-12T18:27:41.832Z|
|2861086219|commande_informatique|Designation: Imprimante ID: 10 App: commande_informatique   |8           |[-0.048123687505722046,0.3910742402076721,-0.15193252265453…|2025-08-12T18:27:36.061Z|True     |Designation         |10       |1       |database|2025-08-12T18:27:36.061Z|
|2873542515|commande_bureau      |DescriptionBureau: Chaise visiteur et réunion ID: 26 App: c…|15          |[0.03623860329389572,0.11070220172405243,-0.109852626919746…|2025-08-12T18:27:39.802Z|True     |DescriptionBureau   |26       |1       |database|2025-08-12T18:27:39.802Z|
|2915404975|commande_bureau      |DescriptionBureau: Armoire haute de 158 cm AH ID: 8 App: co…|15          |[0.01701461151242256,0.281258225440979,-0.13525523245334625…|2025-08-12T18:27:39.327Z|True     |DescriptionBureau   |8        |1       |database|2025-08-12T18:27:39.327Z|
|2919539022|commande_informatique|Ligne commande: BC23 Désignation: Baie Description: Lenovo …|11          |[0.057737793773412704,0.308227002620697,-0.0522721633315086…|2025-08-12T18:27:35.363Z|True     |LigneCommande       |1        |1       |database|2025-08-12T18:27:35.363Z|
|2932325907|commande_informatique|Designation: Scanner ID: 19 App: commande_informatique      |8           |[-0.12265384942293167,0.4180045425891876,-0.139758989214897…|2025-08-12T18:27:36.399Z|True     |Designation         |19       |1       |database|2025-08-12T18:27:36.399Z|
|2946971180|fournisseurs         |Fournisseur: LIMIT PROB ICE: 000048303000081 IF Fiscal: 338…|7           |[0.029864918440580368,-0.021207356825470924,-0.348384082317…|2025-08-12T18:27:32.890Z|True     |Fournisseur         |72       |1       |database|2025-08-12T18:27:32.890Z|
|2957227630|commande_bureau      |DescriptionBureau: Climatiseurs mobiles ID: 30 App: command…|15          |[-0.08811423927545547,0.38550102710723877,-0.05251885205507…|2025-08-12T18:27:39.890Z|True     |DescriptionBureau   |30       |1       |database|2025-08-12T18:27:39.890Z|
|2960322952|commande_bureau      |DesignationBureau: Banquette ID: 2 App: commande_bureau     |13          |[0.026723917573690414,0.18166150152683258,-0.14949445426464…|2025-08-12T18:27:36.719Z|True     |DesignationBureau   |2        |1       |database|2025-08-12T18:27:36.719Z|
|2960950999|commande_bureau      |DescriptionBureau: Canapé 2 place ID: 21 App: commande_bure…|15          |[-0.003247408429160714,0.06585010141134262,-0.0404512323439…|2025-08-12T18:27:39.691Z|True     |DescriptionBureau   |21       |1       |database|2025-08-12T18:27:39.691Z|
|2971722760|commande_informatique|Designation: Kit de visioconférence ID: 13 App: commande_in…|8           |[-0.09701143205165863,0.11374402046203613,0.019753392785787…|2025-08-12T18:27:36.253Z|True     |Designation         |13       |1       |database|2025-08-12T18:27:36.253Z|
|3025007258|commande_bureau      |DescriptionBureau: Table à manger 80*60 T4 ID: 69 App: comm…|15          |[0.0026999597903341055,0.1900366246700287,-0.10447840392589…|2025-08-12T18:27:41.238Z|True     |DescriptionBureau   |69       |1       |database|2025-08-12T18:27:41.238Z|
|3043613815|commande_informatique|Description: Imprimante HP M570dn ID: 78 App: commande_info…|10          |[-0.12159562855958939,0.3151690363883972,-0.190554872155189…|2025-08-12T18:27:37.795Z|True     |Description         |78       |1       |database|2025-08-12T18:27:37.795Z|
|3044023049|livraison            |Livraison: AOO2025 Type commande: bureau Statut livraison: …|20          |[-0.089938223361969,0.347303181886673,-0.06627164036035538,…|2025-08-12T18:27:42.106Z|True     |Livraison           |5        |1       |database|2025-08-12T18:27:42.106Z|
